BU,TransCt,Ave Mo TransCt,Earliest Date,First module,Latest Date,Last module,Month Start,Month End,Months Active,Days Active,Month Last Active,Days Last Active,ActivePastMonths,ActiveLast3Mos,ActiveLast6Mos,ActiveLast9Mos,ActiveLast12Mos,NotActive,isAM,isWeekend,Plug Ct,BrandID
S3125,875,125,12/12/2018, add_plug,28/06/2019, weekly_consumption,12,6,7,199,1,2,7,1,1,0,0,0,1,0,1,S
S3126,45,11.25,12/12/2018, add_plug,21/03/2019, set_ssid,12,3,4,100,4,101,0,0,0,0,0,1,0,1,0,S
S3127,9,3,12/12/2018, add_plug,02/02/2019, set_ssid,12,2,3,53,5,148,0,0,0,0,0,1,0,1,1,S
S3129,251,83.66666667,12/12/2018, add_plug,25/02/2019, weekly_consumption,12,2,3,76,5,125,0,0,0,0,0,1,0,0,1,S
S3130,12,2.4,12/12/2018, add_plug,01/04/2019, set_ssid,12,4,5,111,3,90,0,0,0,0,0,1,0,0,1,S
S3131,4,2,12/12/2018, olark_chat,01/01/2019, registration,12,1,2,21,6,180,0,0,0,0,0,1,0,0,0,S
S3133,25,6.25,12/12/2018, add_plug,09/03/2019, set_ssid,12,3,4,88,4,113,0,0,0,0,0,1,0,0,1,S
S3134,2,2,12/12/2018, own_plug,12/12/2018, registration,12,12,1,1,7,200,0,0,0,0,0,1,0,0,0,S
S3135,3,3,12/12/2018, login,12/12/2018, registration,12,12,1,1,7,200,0,0,0,0,0,1,0,0,0,S
S3136,13,13,12/12/2018, login,17/12/2018, registration,12,12,1,6,7,195,0,0,0,0,0,1,0,0,0,S
S3137,129,18.42857143,12/12/2018, add_plug,18/06/2019, weekly_consumption,12,6,7,189,1,12,1,0,0,0,0,0,0,0,1,S
S3138,1,1,12/12/2018, registration,12/12/2018, registration,12,12,1,1,7,200,0,0,0,0,0,1,1,0,0,S
S3139,40,40,12/12/2018, add_plug,13/12/2018, set_ssid,12,12,1,2,7,199,0,0,0,0,0,1,0,0,1,S
S3140,9,3,12/12/2018, olark_chat,17/02/2019, registration,12,2,3,68,5,133,0,0,0,0,0,1,1,0,0,S
S3141,2,2,12/12/2018, own_plug,12/12/2018, registration,12,12,1,1,7,200,0,0,0,0,0,1,0,0,0,S
S3142,227,37.83333333,12/12/2018, add_plug,09/05/2019, weekly_consumption,12,5,6,149,2,52,0,0,0,0,0,1,0,0,1,S
S3143,1,1,12/12/2018, registration,12/12/2018, registration,12,12,1,1,7,200,0,0,0,0,0,1,0,0,0,S
S3144,44,44,12/12/2018, add_plug,15/12/2018, weekly_consumption,12,12,1,4,7,197,0,0,0,0,0,1,0,0,1,S
S3145,1,1,12/12/2018, registration,12/12/2018, registration,12,12,1,1,7,200,0,0,0,0,0,1,0,0,0,S
S3147,9,9,12/12/2018, add_plug,14/12/2018, set_ssid,12,12,1,3,7,198,0,0,0,0,0,1,0,0,1,S
S3148,513,73.28571429,13/12/2018, add_plug,24/06/2019, weekly_consumption,12,6,7,194,1,6,7,1,1,0,0,0,0,0,1,S
S3150,481,68.71428571,13/12/2018, add_plug,29/06/2019, weekly_consumption,12,6,7,199,1,1,7,1,1,0,0,0,0,0,1,S
S3151,3,3,13/12/2018, login,13/12/2018, registration,12,12,1,1,7,199,0,0,0,0,0,1,1,0,0,S
S3152,2,2,13/12/2018, login,13/12/2018, registration,12,12,1,1,7,199,0,0,0,0,0,1,0,0,0,S
S3155,186,26.57142857,13/12/2018, add_plug,19/06/2019, weekly_consumption,12,6,7,189,1,11,7,1,1,0,0,0,1,0,1,S
S3157,32,32,13/12/2018, add_plug,23/12/2018, set_ssid,12,12,1,11,7,189,0,0,0,0,0,1,0,0,1,S
S3158,44,44,13/12/2018, add_plug,14/12/2018, update_profile,12,12,1,2,7,198,0,0,0,0,0,1,0,0,1,S
S3159,3,3,13/12/2018, login,13/12/2018, registration,12,12,1,1,7,199,0,0,0,0,0,1,0,0,0,S
S316,60,6.666666667,06/07/2018, add_plug,31/03/2019, set_schedule,7,3,9,269,4,91,0,0,0,0,0,1,0,0,1,S
S3161,3,3,13/12/2018, login,13/12/2018, registration,12,12,1,1,7,199,0,0,0,0,0,1,0,0,0,S
S3163,3,3,13/12/2018, login,13/12/2018, registration,12,12,1,1,7,199,0,0,0,0,0,1,0,0,0,S
S3164,144,20.57142857,13/12/2018, add_plug,23/06/2019, yearly_consumption,12,6,7,193,1,7,1,0,0,0,0,0,0,0,1,S
S3165,107,26.75,13/12/2018, add_plug,23/03/2019, weekly_consumption,12,3,4,101,4,99,0,0,0,0,0,1,0,0,1,S
S3166,3,3,13/12/2018, logout,13/12/2018, registration,12,12,1,1,7,199,0,0,0,0,0,1,0,0,0,S
S3167,137,45.66666667,13/12/2018, add_plug,24/02/2019, weekly_consumption,12,2,3,74,5,126,0,0,0,0,0,1,0,0,1,S
S3169,3,3,13/12/2018, olark_chat,13/12/2018, registration,12,12,1,1,7,199,0,0,0,0,0,1,0,0,0,S
S3170,3,3,13/12/2018, login,13/12/2018, registration,12,12,1,1,7,199,0,0,0,0,0,1,0,0,0,S
S3171,2,2,13/12/2018, login,13/12/2018, registration,12,12,1,1,7,199,0,0,0,0,0,1,0,0,0,S
S3174,3,3,13/12/2018, olark_chat,14/12/2018, registration,12,12,1,2,7,198,0,0,0,0,0,1,1,0,0,S
S3175,1,1,14/12/2018, own_plug,14/12/2018, own_plug,12,12,1,1,7,198,0,0,0,0,0,1,1,0,0,S
S3176,56,56,14/12/2018, add_plug,21/12/2018, set_ssid,12,12,1,8,7,191,0,0,0,0,0,1,0,0,1,S
S3177,6,6,14/12/2018, login,14/12/2018, update_profile,12,12,1,1,7,198,0,0,0,0,0,1,1,0,0,S
S3178,1,1,14/12/2018, registration,14/12/2018, registration,12,12,1,1,7,198,0,0,0,0,0,1,1,0,0,S
S3179,2,2,14/12/2018, own_plug,14/12/2018, registration,12,12,1,1,7,198,0,0,0,0,0,1,1,0,0,S
S3180,7,7,14/12/2018, olark_chat,14/12/2018, registration,12,12,1,1,7,198,0,0,0,0,0,1,0,0,0,S
S3181,87,43.5,14/12/2018, add_plug,16/01/2019, weekly_consumption,12,1,2,34,6,165,0,0,0,0,0,1,1,0,1,S
S3182,3,3,14/12/2018, logout,15/12/2018, registration,12,12,1,2,7,197,0,0,0,0,0,1,0,0,0,S
S3183,5,1.25,14/12/2018, login,19/03/2019, update_profile,12,3,4,96,4,103,0,0,0,0,0,1,1,0,0,S
S3184,1,1,14/12/2018, registration,14/12/2018, registration,12,12,1,1,7,198,0,0,0,0,0,1,1,0,0,S
S3185,53,53,14/12/2018, add_plug,18/12/2018, set_ssid,12,12,1,5,7,194,0,0,0,0,0,1,0,0,1,S
S3188,116,16.57142857,14/12/2018, add_plug,10/06/2019, yearly_consumption,12,6,7,179,1,20,5,1,0,0,0,0,0,1,1,S
S3189,640,128,14/12/2018, add_plug,09/04/2019, yearly_consumption,12,4,5,117,3,82,0,0,0,0,0,1,0,0,1,S
S3190,1,1,14/12/2018, registration,14/12/2018, registration,12,12,1,1,7,198,0,0,0,0,0,1,1,0,0,S
S3191,44,44,14/12/2018, add_plug,14/12/2018, set_ssid,12,12,1,1,7,198,0,0,0,0,0,1,0,0,1,S
S3192,1,1,14/12/2018, registration,14/12/2018, registration,12,12,1,1,7,198,0,0,0,0,0,1,0,0,0,S
S3193,53,53,14/12/2018, add_plug,30/12/2018, set_ssid,12,12,1,17,7,182,0,0,0,0,0,1,1,0,1,S
S3198,76,25.33333333,15/12/2018, add_plug,20/02/2019, yearly_consumption,12,2,3,68,5,130,0,0,0,0,0,1,0,1,1,S
S3199,1,1,15/12/2018, own_plug,15/12/2018, own_plug,12,12,1,1,7,197,0,0,0,0,0,1,1,1,0,S
S3201,2,2,15/12/2018, own_plug,15/12/2018, registration,12,12,1,1,7,197,0,0,0,0,0,1,0,1,0,S
S3202,46,9.2,15/12/2018, add_plug,01/04/2019, set_ssid,12,4,5,108,3,90,0,0,0,0,0,1,0,1,1,S
S3203,1,1,15/12/2018, registration,15/12/2018, registration,12,12,1,1,7,197,0,0,0,0,0,1,1,1,0,S
S3204,4,4,15/12/2018, login,15/12/2018, registration,12,12,1,1,7,197,0,0,0,0,0,1,0,1,0,S
S3205,9,4.5,15/12/2018, forgot_password,31/01/2019, registration,12,1,2,48,6,150,0,0,0,0,0,1,0,0,1,S
S3206,141,70.5,16/12/2018, add_plug,23/01/2019, yearly_consumption,12,1,2,39,6,158,0,0,0,0,0,1,0,0,1,S
S3207,55,11,16/12/2018, add_plug,25/04/2019, weekly_consumption,12,4,5,131,3,66,0,0,0,0,0,1,1,0,1,S
S3208,1,1,16/12/2018, registration,16/12/2018, registration,12,12,1,1,7,196,0,0,0,0,0,1,1,1,0,S
S3209,205,29.28571429,16/12/2018, add_plug,27/06/2019, set_ssid,12,6,7,194,1,3,7,1,1,0,0,0,0,0,1,S
S3211,1,1,16/12/2018, registration,16/12/2018, registration,12,12,1,1,7,196,0,0,0,0,0,1,1,1,0,S
S3213,3,3,16/12/2018, login,16/12/2018, registration,12,12,1,1,7,196,0,0,0,0,0,1,0,1,0,S
S3214,1,1,16/12/2018, registration,16/12/2018, registration,12,12,1,1,7,196,0,0,0,0,0,1,1,1,0,S
S3216,50,8.333333333,16/12/2018, add_plug,04/05/2019, set_ssid,12,5,6,140,2,57,0,0,0,0,0,1,0,1,0,S
S3217,4,4,16/12/2018, login,16/12/2018, registration,12,12,1,1,7,196,0,0,0,0,0,1,0,1,0,S
S3220,4,4,16/12/2018, login,19/12/2018, registration,12,12,1,4,7,193,0,0,0,0,0,1,0,1,0,S
S3221,2,2,16/12/2018, own_plug,16/12/2018, registration,12,12,1,1,7,196,0,0,0,0,0,1,0,1,0,S
S3222,1,1,16/12/2018, registration,16/12/2018, registration,12,12,1,1,7,196,0,0,0,0,0,1,0,1,0,S
S3223,4,4,16/12/2018, login,16/12/2018, registration,12,12,1,1,7,196,0,0,0,0,0,1,0,1,0,S
S3225,1,1,17/12/2018, registration,17/12/2018, registration,12,12,1,1,7,195,0,0,0,0,0,1,1,0,0,S
S3226,26,13,17/12/2018, login,06/01/2019, update_profile,12,1,2,21,6,175,0,0,0,0,0,1,0,0,0,S
S3227,2,2,17/12/2018, own_plug,17/12/2018, registration,12,12,1,1,7,195,0,0,0,0,0,1,0,0,0,S
S3228,1,1,17/12/2018, registration,17/12/2018, registration,12,12,1,1,7,195,0,0,0,0,0,1,1,0,0,S
S3229,2,2,17/12/2018, own_plug,17/12/2018, registration,12,12,1,1,7,195,0,0,0,0,0,1,0,0,0,S
S323,94,47,21/10/2018, add_plug,15/11/2018, weekly_consumption,10,11,2,26,8,227,0,0,0,0,0,1,0,0,1,S
S3230,3,3,17/12/2018, login,17/12/2018, registration,12,12,1,1,7,195,0,0,0,0,0,1,0,0,0,S
S3231,2,2,17/12/2018, own_plug,17/12/2018, registration,12,12,1,1,7,195,0,0,0,0,0,1,0,0,0,S
S3232,18,9,17/12/2018, add_plug,05/01/2019, set_ssid,12,1,2,20,6,176,0,0,0,0,0,1,0,0,2,S
S3233,225,56.25,17/12/2018, add_plug,04/03/2019, set_ssid,12,3,4,78,4,118,0,0,0,0,0,1,0,0,1,S
S3234,1,1,17/12/2018, registration,17/12/2018, registration,12,12,1,1,7,195,0,0,0,0,0,1,1,0,0,S
S3239,5,5,17/12/2018, login,17/12/2018, registration,12,12,1,1,7,195,0,0,0,0,0,1,0,0,0,S
S3240,1,1,17/12/2018, registration,17/12/2018, registration,12,12,1,1,7,195,0,0,0,0,0,1,0,0,0,S
S3242,2,2,18/12/2018, own_plug,18/12/2018, registration,12,12,1,1,7,194,0,0,0,0,0,1,1,0,0,S
S3243,3,3,18/12/2018, login,18/12/2018, registration,12,12,1,1,7,194,0,0,0,0,0,1,1,0,0,S
S3244,1,1,18/12/2018, registration,18/12/2018, registration,12,12,1,1,7,194,0,0,0,0,0,1,1,0,0,S
S3245,1,1,18/12/2018, registration,18/12/2018, registration,12,12,1,1,7,194,0,0,0,0,0,1,1,0,0,S
S3249,1,1,18/12/2018, registration,18/12/2018, registration,12,12,1,1,7,194,0,0,0,0,0,1,1,0,0,S
S3250,3,3,18/12/2018, login,18/12/2018, registration,12,12,1,1,7,194,0,0,0,0,0,1,0,0,0,S
S3253,16,4,18/12/2018, add_plug,04/03/2019, set_ssid,12,3,4,77,4,118,0,0,0,0,0,1,1,1,1,S
S3255,3,3,18/12/2018, olark_chat,18/12/2018, registration,12,12,1,1,7,194,0,0,0,0,0,1,0,0,0,S
S3256,34,11.33333333,18/12/2018, add_plug,24/02/2019, set_ssid,12,2,3,69,5,126,0,0,0,0,0,1,0,0,0,S
S3258,24,12,19/12/2018, add_plug,02/01/2019, set_ssid,12,1,2,15,6,179,0,0,0,0,0,1,0,0,0,S
S3259,19,3.166666667,19/12/2018, add_plug,17/05/2019, set_ssid,12,5,6,150,2,44,0,0,0,0,0,1,0,0,1,S
S3260,2,2,19/12/2018, own_plug,19/12/2018, registration,12,12,1,1,7,193,0,0,0,0,0,1,0,0,0,S
S3261,5,5,19/12/2018, login,19/12/2018, registration,12,12,1,1,7,193,0,0,0,0,0,1,0,0,0,S
S3262,83,11.85714286,19/12/2018, add_plug,25/06/2019, weekly_consumption,12,6,7,189,1,5,1,0,0,0,0,0,1,0,1,S
S3268,2,2,19/12/2018, own_plug,19/12/2018, registration,12,12,1,1,7,193,0,0,0,0,0,1,0,0,0,S
S3269,216,43.2,19/12/2018, add_plug,29/04/2019, set_ssid,12,4,5,132,3,62,0,0,0,0,0,1,0,0,1,S
S3271,6,6,19/12/2018, login,22/12/2018, registration,12,12,1,4,7,190,0,0,0,0,0,1,1,0,0,S
S3272,2,2,20/12/2018, olark_chat,20/12/2018, own_plug,12,12,1,1,7,192,0,0,0,0,0,1,1,0,0,S
S3273,2,2,20/12/2018, login,20/12/2018, own_plug,12,12,1,1,7,192,0,0,0,0,0,1,1,0,0,S
S3274,1,1,20/12/2018, registration,20/12/2018, registration,12,12,1,1,7,192,0,0,0,0,0,1,1,0,0,S
S3275,72,14.4,20/12/2018, add_plug,10/04/2019, set_ssid,12,4,5,112,3,81,0,0,0,0,0,1,0,0,1,S
S3276,9,9,20/12/2018, forgot_password,21/12/2018, update_profile,12,12,1,2,7,191,0,0,0,0,0,1,0,0,0,S
S3278,33,5.5,20/12/2018, add_plug,01/05/2019, set_ssid,12,5,6,133,2,60,0,0,0,0,0,1,0,0,1,S
S3279,2,2,20/12/2018, own_plug,20/12/2018, registration,12,12,1,1,7,192,0,0,0,0,0,1,0,0,0,S
S3280,4,4,20/12/2018, olark_chat,21/12/2018, update_profile,12,12,1,2,7,191,0,0,0,0,0,1,1,0,0,S
S3281,1,1,20/12/2018, registration,20/12/2018, registration,12,12,1,1,7,192,0,0,0,0,0,1,0,0,0,S
S3282,1,1,20/12/2018, registration,20/12/2018, registration,12,12,1,1,7,192,0,0,0,0,0,1,0,0,0,S
S3283,1,1,20/12/2018, registration,20/12/2018, registration,12,12,1,1,7,192,0,0,0,0,0,1,0,0,0,S
S3284,23,3.285714286,20/12/2018, add_plug,27/06/2019, set_ssid,12,6,7,190,1,3,1,0,0,0,0,0,0,0,2,S
S3285,1,1,20/12/2018, registration,20/12/2018, registration,12,12,1,1,7,192,0,0,0,0,0,1,0,0,0,S
S3286,4,4,21/12/2018, login,21/12/2018, own_plug,12,12,1,1,7,191,0,0,0,0,0,1,1,0,0,S
S3292,1,1,21/12/2018, registration,21/12/2018, registration,12,12,1,1,7,191,0,0,0,0,0,1,1,0,0,S
S3293,7,7,21/12/2018, login,21/12/2018, registration,12,12,1,1,7,191,0,0,0,0,0,1,0,0,0,S
S3294,1,1,21/12/2018, registration,21/12/2018, registration,12,12,1,1,7,191,0,0,0,0,0,1,1,0,0,S
S3295,2,2,21/12/2018, login,21/12/2018, registration,12,12,1,1,7,191,0,0,0,0,0,1,0,0,0,S
S3296,1,1,21/12/2018, registration,21/12/2018, registration,12,12,1,1,7,191,0,0,0,0,0,1,1,0,0,S
S3298,2,2,21/12/2018, own_plug,21/12/2018, registration,12,12,1,1,7,191,0,0,0,0,0,1,0,0,0,S
S3299,1,1,21/12/2018, registration,21/12/2018, registration,12,12,1,1,7,191,0,0,0,0,0,1,1,0,0,S
S3300,66,11,21/12/2018, add_plug,04/05/2019, set_ssid,12,5,6,135,2,57,0,0,0,0,0,1,0,0,1,S
S3303,1,1,21/12/2018, registration,21/12/2018, registration,12,12,1,1,7,191,0,0,0,0,0,1,1,0,0,S
S3306,2,2,21/12/2018, own_plug,21/12/2018, registration,12,12,1,1,7,191,0,0,0,0,0,1,0,0,0,S
S3307,7,7,21/12/2018, login,21/12/2018, registration,12,12,1,1,7,191,0,0,0,0,0,1,0,0,0,S
S331,1,1,22/02/2019, logout,22/02/2019, logout,2,2,1,1,5,128,0,0,0,0,0,1,0,0,0,S
S3313,2,2,22/12/2018, login,22/12/2018, registration,12,12,1,1,7,190,0,0,0,0,0,1,1,1,0,S
S3314,1,1,22/12/2018, registration,22/12/2018, registration,12,12,1,1,7,190,0,0,0,0,0,1,1,1,0,S
S3315,4,4,22/12/2018, olark_chat,22/12/2018, registration,12,12,1,1,7,190,0,0,0,0,0,1,1,1,0,S
S3316,21,4.2,22/12/2018, add_plug,25/04/2019, set_ssid,12,4,5,125,3,66,0,0,0,0,0,1,0,1,0,S
S3317,1,1,22/12/2018, registration,22/12/2018, registration,12,12,1,1,7,190,0,0,0,0,0,1,1,1,0,S
S3318,4,4,22/12/2018, add_plug,22/12/2018, set_maintenance_alert,12,12,1,1,7,190,0,0,0,0,0,1,0,1,1,S
S3319,99,14.14285714,22/12/2018, add_plug,27/06/2019, update_profile,12,6,7,188,1,3,1,0,0,0,0,0,0,1,1,S
S3320,5,5,22/12/2018, login,22/12/2018, registration,12,12,1,1,7,190,0,0,0,0,0,1,0,1,0,S
S3321,11,2.2,22/12/2018, add_plug,15/04/2019, set_ssid,12,4,5,115,3,76,0,0,0,0,0,1,0,1,0,S
S3322,57,19,22/12/2018, add_plug,20/02/2019, set_ssid,12,2,3,61,5,130,0,0,0,0,0,1,0,1,1,S
S3323,1,1,22/12/2018, registration,22/12/2018, registration,12,12,1,1,7,190,0,0,0,0,0,1,0,1,0,S
S3324,3,3,22/12/2018, login,22/12/2018, registration,12,12,1,1,7,190,0,0,0,0,0,1,0,1,0,S
S3327,573,95.5,22/12/2018, add_plug,11/05/2019, yearly_consumption,12,5,6,141,2,50,0,0,0,0,0,1,0,0,1,S
S3328,1,1,22/12/2018, registration,22/12/2018, registration,12,12,1,1,7,190,0,0,0,0,0,1,0,1,0,S
S3329,34,34,22/12/2018, add_plug,30/12/2018, set_ssid,12,12,1,9,7,182,0,0,0,0,0,1,0,1,1,S
S3330,32,16,22/12/2018, add_plug,15/01/2019, set_ssid,12,1,2,25,6,166,0,0,0,0,0,1,0,0,1,S
S3331,2,2,22/12/2018, own_plug,22/12/2018, registration,12,12,1,1,7,190,0,0,0,0,0,1,0,1,0,S
S3333,1,1,22/12/2018, registration,22/12/2018, registration,12,12,1,1,7,190,0,0,0,0,0,1,0,1,0,S
S3334,1,1,22/12/2018, registration,22/12/2018, registration,12,12,1,1,7,190,0,0,0,0,0,1,0,1,0,S
S3335,1,1,23/12/2018, registration,23/12/2018, registration,12,12,1,1,7,189,0,0,0,0,0,1,1,1,0,S
S3336,13,13,23/12/2018, add_plug,23/12/2018, set_ssid,12,12,1,1,7,189,0,0,0,0,0,1,0,1,1,S
S3337,3,3,23/12/2018, login,23/12/2018, registration,12,12,1,1,7,189,0,0,0,0,0,1,0,1,0,S
S3338,821,205.25,23/12/2018, add_plug,28/03/2019, update_profile,12,3,4,96,4,94,0,0,0,0,0,1,0,0,0,S
S3339,185,26.42857143,23/12/2018, add_plug,28/06/2019, weekly_consumption,12,6,7,188,1,2,1,0,0,0,0,0,1,0,1,S
S3341,1,1,23/12/2018, registration,23/12/2018, registration,12,12,1,1,7,189,0,0,0,0,0,1,0,1,0,S
S3343,5,5,24/12/2018, logout,24/12/2018, update_profile,12,12,1,1,7,188,0,0,0,0,0,1,1,0,0,S
S3344,3,3,25/12/2018, login,25/12/2018, registration,12,12,1,1,7,187,0,0,0,0,0,1,1,0,0,S
S3345,3,3,25/12/2018, login,25/12/2018, registration,12,12,1,1,7,187,0,0,0,0,0,1,0,0,0,S
S3347,2,2,25/12/2018, own_plug,25/12/2018, registration,12,12,1,1,7,187,0,0,0,0,0,1,0,0,0,S
S3348,2,2,25/12/2018, own_plug,26/12/2018, registration,12,12,1,2,7,186,0,0,0,0,0,1,1,0,0,S
S3349,3,3,26/12/2018, login,26/12/2018, own_plug,12,12,1,1,7,186,0,0,0,0,0,1,1,0,0,S
S3350,933,133.2857143,26/12/2018, add_plug,03/06/2019, set_ssid,12,6,7,160,1,27,7,1,1,0,0,0,0,0,1,S
S3351,70,17.5,26/12/2018, add_plug,08/03/2019, set_ssid,12,3,4,73,4,114,0,0,0,0,0,1,0,0,1,S
S3352,3,3,26/12/2018, login,26/12/2018, registration,12,12,1,1,7,186,0,0,0,0,0,1,0,0,0,S
S3354,3,3,26/12/2018, logout,27/12/2018, registration,12,12,1,2,7,185,0,0,0,0,0,1,0,0,0,S
S3355,79,39.5,26/12/2018, login,13/01/2019, update_profile,12,1,2,19,6,168,0,0,0,0,0,1,0,0,0,S
S3357,1,1,26/12/2018, registration,26/12/2018, registration,12,12,1,1,7,186,0,0,0,0,0,1,0,0,0,S
S3358,8,4,26/12/2018, login,03/01/2019, update_profile,12,1,2,9,6,178,0,0,0,0,0,1,0,0,0,S
S3359,3,3,27/12/2018, login,27/12/2018, registration,12,12,1,1,7,185,0,0,0,0,0,1,1,0,0,S
S336,1,1,04/08/2018, logout,04/08/2018, logout,8,8,1,1,11,330,0,0,0,0,0,1,0,1,0,S
S3360,1,1,27/12/2018, registration,27/12/2018, registration,12,12,1,1,7,185,0,0,0,0,0,1,1,0,0,S
S3362,5,5,27/12/2018, login,27/12/2018, update_profile,12,12,1,1,7,185,0,0,0,0,0,1,0,0,0,S
S3363,84,14,27/12/2018, add_plug,23/05/2019, set_ssid,12,5,6,148,2,38,0,0,0,0,0,1,0,0,1,S
S3364,1,1,27/12/2018, registration,27/12/2018, registration,12,12,1,1,7,185,0,0,0,0,0,1,1,0,0,S
S3366,3,3,27/12/2018, olark_chat,27/12/2018, registration,12,12,1,1,7,185,0,0,0,0,0,1,0,0,0,S
S3369,1,1,28/12/2018, registration,28/12/2018, registration,12,12,1,1,7,184,0,0,0,0,0,1,1,0,0,S
S337,3,3,04/01/2019, forgot_password,04/01/2019, own_plug,1,1,1,1,6,177,0,0,0,0,0,1,0,0,0,S
S3370,19,9.5,28/12/2018, add_plug,09/01/2019, set_ssid,12,1,2,13,6,172,0,0,0,0,0,1,1,0,1,S
S3371,1,1,28/12/2018, registration,28/12/2018, registration,12,12,1,1,7,184,0,0,0,0,0,1,1,0,0,S
S3373,31,31,28/12/2018, add_plug,29/12/2018, weekly_consumption,12,12,1,2,7,183,0,0,0,0,0,1,0,0,0,S
S3374,144,20.57142857,29/12/2018, add_plug,19/06/2019, yearly_consumption,12,6,7,173,1,11,7,1,1,0,0,0,0,0,1,S
S3375,2,2,29/12/2018, login,29/12/2018, registration,12,12,1,1,7,183,0,0,0,0,0,1,1,1,0,S
S3376,2,2,29/12/2018, own_plug,29/12/2018, registration,12,12,1,1,7,183,0,0,0,0,0,1,0,1,0,S
S3377,1,1,29/12/2018, registration,29/12/2018, registration,12,12,1,1,7,183,0,0,0,0,0,1,1,1,0,S
S3379,10,10,29/12/2018, add_plug,29/12/2018, set_ssid,12,12,1,1,7,183,0,0,0,0,0,1,0,1,0,S
S3380,861,123,29/12/2018, add_plug,29/06/2019, yearly_consumption,12,6,7,183,1,1,7,1,1,0,0,0,0,0,1,S
S3381,20,10,29/12/2018, add_plug,03/01/2019, set_ssid,12,1,2,6,6,178,0,0,0,0,0,1,0,0,1,S
S3382,3,3,30/12/2018, login,30/12/2018, own_plug,12,12,1,1,7,182,0,0,0,0,0,1,1,1,0,S
S3383,8,1.6,30/12/2018, forgot_password,05/04/2019, registration,12,4,5,97,3,86,0,0,0,0,0,1,1,0,0,S
S3384,1,1,30/12/2018, registration,30/12/2018, registration,12,12,1,1,7,182,0,0,0,0,0,1,1,1,0,S
S3387,8,8,30/12/2018, login,31/12/2018, update_profile,12,12,1,2,7,181,0,0,0,0,0,1,0,1,0,S
S3388,6,6,30/12/2018, login,30/12/2018, update_profile,12,12,1,1,7,182,0,0,0,0,0,1,0,1,0,S
S3389,1,1,30/12/2018, registration,30/12/2018, registration,12,12,1,1,7,182,0,0,0,0,0,1,1,1,0,S
S3391,14,14,30/12/2018, add_plug,31/12/2018, set_ssid,12,12,1,2,7,181,0,0,0,0,0,1,0,0,1,S
S3392,49,24.5,30/12/2018, add_plug,02/01/2019, set_ssid,12,1,2,4,6,179,0,0,0,0,0,1,0,0,1,S
S3393,2,2,30/12/2018, own_plug,30/12/2018, registration,12,12,1,1,7,182,0,0,0,0,0,1,0,1,0,S
S3394,295,42.14285714,31/12/2018, add_plug,28/06/2019, yearly_consumption,12,6,7,180,1,2,7,1,1,0,0,0,1,0,1,S
S3396,7,7,31/12/2018, login,31/12/2018, registration,12,12,1,1,7,181,0,0,0,0,0,1,1,0,0,S
S3397,95,31.66666667,31/12/2018, add_plug,11/02/2019, weekly_consumption,12,2,3,43,5,139,0,0,0,0,0,1,1,0,1,S
S3398,42,21,31/12/2018, add_plug,06/01/2019, set_ssid,12,1,2,7,6,175,0,0,0,0,0,1,0,0,1,S
S3399,320,45.71428571,31/12/2018, add_plug,28/06/2019, weekly_consumption,12,6,7,180,1,2,7,1,1,0,0,0,0,0,1,S
S3400,1,1,31/12/2018, registration,31/12/2018, registration,12,12,1,1,7,181,0,0,0,0,0,1,0,0,0,S
S3401,61,10.16666667,01/01/2019, add_plug,09/06/2019, set_ssid,1,6,6,160,1,21,6,1,1,0,0,0,1,0,0,S
S3402,21,21,01/01/2019, login,01/01/2019, registration,1,1,1,1,6,180,0,0,0,0,0,1,0,0,0,S
S3405,141,47,01/01/2019, add_plug,21/03/2019, update_profile,1,3,3,80,4,101,0,0,0,0,0,1,0,0,0,S
S3407,34,34,02/01/2019, add_plug,02/01/2019, yearly_consumption,1,1,1,1,6,179,0,0,0,0,0,1,0,0,0,S
S3408,34,8.5,02/01/2019, add_plug,10/04/2019, set_ssid,1,4,4,99,3,81,0,0,0,0,0,1,0,0,1,S
S3409,33,33,02/01/2019, add_plug,02/01/2019, set_ssid,1,1,1,1,6,179,0,0,0,0,0,1,0,0,1,S
S3410,2,2,02/01/2019, own_plug,02/01/2019, registration,1,1,1,1,6,179,0,0,0,0,0,1,0,0,0,S
S3411,1,1,02/01/2019, registration,02/01/2019, registration,1,1,1,1,6,179,0,0,0,0,0,1,0,0,0,S
S3412,2,2,03/01/2019, own_plug,03/01/2019, registration,1,1,1,1,6,178,0,0,0,0,0,1,0,0,0,S
S3413,33,33,03/01/2019, add_plug,30/01/2019, set_ssid,1,1,1,28,6,151,0,0,0,0,0,1,0,0,1,S
S3414,1,1,03/01/2019, registration,03/01/2019, registration,1,1,1,1,6,178,0,0,0,0,0,1,1,0,0,S
S3415,215,53.75,03/01/2019, add_plug,24/04/2019, update_profile,1,4,4,112,3,67,0,0,0,0,0,1,0,0,1,S
S3417,22,22,03/01/2019, add_plug,10/01/2019, set_ssid,1,1,1,8,6,171,0,0,0,0,0,1,1,0,1,S
S3418,3,3,03/01/2019, login,03/01/2019, registration,1,1,1,1,6,178,0,0,0,0,0,1,0,0,0,S
S3419,1,1,03/01/2019, registration,03/01/2019, registration,1,1,1,1,6,178,0,0,0,0,0,1,0,0,0,S
